acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
-17.155067443847656,-23.809524536132812,975.2747802734375,0.1373291015625,-0.0572204552590847,0.072479248046875
-20.390722274780273,-32.35653305053711,982.1734619140625,0.064849853515625,-0.1144409105181694,-0.12969970703125
-12.63736343383789,-26.923078536987305,980.9524536132812,0.0038146970327943563,0.0038146970327943563,0.152587890625
-12.63736343383789,-26.923078536987305,980.9524536132812,0.0038146970327943563,0.0038146970327943563,0.152587890625
-14.04151439666748,-29.059829711914062,981.5629272460938,0.0,0.1029968187212944,0.0991821214556694
-13.797314643859863,-25.152626037597656,982.3565673828125,0.1373291015625,-0.2059936374425888,0.019073486328125
-13.797314643859863,-25.152626037597656,982.3565673828125,0.1373291015625,-0.2059936374425888,0.019073486328125
-13.308914184570312,-24.420024871826172,985.6532592773438,-0.1220703050494194,-0.1907348483800888,0.0953674241900444
-11.294261932373047,-30.280832290649414,979.853515625,0.1678466647863388,0.011444090865552425,-0.1602172702550888
-11.294261932373047,-30.280832290649414,979.853515625,0.1678466647863388,0.011444090865552425,-0.1602172702550888
-11.538461685180664,-27.35042953491211,985.9585571289062,0.0495910607278347,-0.0457763634622097,0.2479553073644638
-25.030527114868164,-23.076923370361328,985.2869873046875,-0.1029968187212944,0.03051757626235485,0.1945495456457138
-25.030527114868164,-23.076923370361328,985.2869873046875,-0.1029968187212944,0.03051757626235485,0.1945495456457138
-18.131868362426758,-28.26618003845215,978.5714721679688,0.0038146970327943563,0.011444090865552425,0.1029968187212944
-18.131868362426758,-28.26618003845215,978.5714721679688,0.0038146970327943563,0.011444090865552425,0.1029968187212944
-13.308914184570312,-28.93773078918457,978.5104370117188,-0.1182556077837944,0.0419616661965847,-0.0877380296587944
-13.308914184570312,-28.93773078918457,978.5104370117188,-0.1182556077837944,0.0419616661965847,-0.0877380296587944
-14.590965270996094,-29.609281539916992,988.0342407226562,0.0877380296587944,-0.02288818173110485,0.03051757626235485
-18.131868362426758,-22.22222328186035,981.0134887695312,-0.0762939453125,-0.011444090865552425,-0.0534057579934597
-18.131868362426758,-22.22222328186035,981.0134887695312,-0.0762939453125,-0.011444090865552425,-0.0534057579934597
-15.9951171875,-21.123321533203125,986.3858642578125,0.0991821214556694,0.0419616661965847,0.1678466647863388
-14.285715103149414,-26.4957275390625,984.2491455078125,-0.02670287899672985,0.12969970703125,-0.0038146970327943563
-14.285715103149414,-26.4957275390625,984.2491455078125,-0.02670287899672985,0.12969970703125,-0.0038146970327943563
